description,category,priority,timestamp
Intermittent packet loss in Hammamet office network - identified during peak hours,NETWORK,2,2024-11-16 17:48:04
Minor index fragmentation issues in SQL Server - scheduled optimization recommended,DATABASE,1,2024-12-10 06:10:04
Suspicious activity detected on privileged account in Analytics Platform system,SECURITY,3,2024-12-13 22:45:04
Storage space critical on Oracle database servers - immediate cleanup needed,DATABASE,3,2025-02-02 19:48:04
ALERT: Minor index fragmentation issues in Elasticsearch - scheduled optimization recommended,DATABASE,1,2025-01-30 00:12:04
INC833265: Catastrophic query performance issue bringing Elasticsearch database to a halt,DATABASE,4,2025-01-12 04:07:04
ATTENTION: Mobile app UI rendering issues on Windows devices after recent update,SOFTWARE,2,2025-01-25 03:25:04
Warning messages appearing in Inventory logs - no user impact observed,SOFTWARE,1,2024-12-12 14:05:04
PRIORITY: Routine replacement needed for aging workstations in R&D department,HARDWARE,1,2025-02-08 05:49:04
Potential data leak from Dashboard - unusual access patterns encountered,SECURITY,3,2024-12-06 22:15:04
Anomalous netwoak traffic detected between Ariana office and unknown external IPs,SECURITY,2,2024-11-20 18:32:04
Gradual growth in database size requiring future capacity planning - Elasticsearch,DATABASE,1,2025-02-04 19:07:04
Critical data loss event in MySQL production database - immediate attention required,DATABASE,4,2024-12-27 06:50:04
Security advisory issued for Analytics Platform - patch available but no active exploits,SECURITY,1,2025-01-22 12:44:04
Ref #5567: Complete database outage affecting all Mobile App operations - identified at 2025-01-23 10:05:04,DATABASE,4,2025-01-23 10:05:04
Legacy system printing glitches in Tozeur office - only affecting IT,SOFTWARE,1,2024-11-23 01:23:04
Unauthorized access attempts detected from Hammamet IP addresses,SECURITY,3,2024-11-23 02:07:04
Occasional TIMEOUT issues reported by IT team when accessing CRM,NETWORK,1,2025-02-07 01:18:04
Non-critical network alert from monitoring system for Djerba guest network,NETWORK,1,2025-01-04 09:52:04
PRIORITY: DNS resolution delays for internal applications - primarily affecting Mobile App,NETWORK,1,2025-02-12 00:25:04
Historical data archiving required for SQL Server performance optimization,DATABASE,1,2025-01-06 02:50:04
Minor security misconfiguration on switch in Djerba office,SECURITY,1,2024-12-07 10:52:04
Memory leak identified in Analytics Platform affecting system stability after 2025-01-02 12:07:04 uptime,SOFTWARE,3,2025-01-02 12:07:04
Gradual growth in database size requiring future capacity planning - MongoDB,DATABASE,1,2024-12-09 16:04:04
Single disk showing early warning signs in RAID 10 array - no data at risk,HARDWARE,1,2025-02-07 14:58:04
Complete system crash of HRMS affecting all IT operations,SOFTWARE,4,2024-12-22 16:59:04
Slow query performance affecting specific reports in Payroll - MySQL issue,DATABASE,2,2024-12-06 18:06:04
Non-critical bug in HRMS affecting specific workflows in Marketing,SOFTWARE,2,2025-01-18 15:24:04
Ref #2851: Expired SSL certificates alert for Payroll - renewal required within 7 days,SECURITY,2,2025-01-14 21:45:04
Unusual login patterns detected for R&D user accounts - investigation needed,SECURITY,2,2025-01-28 22:04:04
End-of-life hardware alert for non-critical application server in Kairouan,HARDWARE,1,2024-12-10 18:32:04
ATTENTION: End-of-life hardware alert for non-critical file server in Hammamet,HARDWARE,1,2024-11-22 23:55:04
Storage space critical on MySQL database servers - immediate cleanup needed,DATABASE,3,2024-11-23 09:33:04
INC746131: Unauthorized access attempts detected from Ben Arous IP addresses,SECURITY,3,2025-01-20 21:42:04
Intermittent connection drops to MySQL database during peak hours,DATABASE,2,2024-11-27 05:03:04
INC675342: PRIORITY: Degraded performance on switch at Gafsa - tickets from IT,NETWORK,2,2025-02-05 09:47:04
Intermittent network drops affecting persistent percentage of users in Sidi Bouzid,NETWORK,3,2025-01-13 09:33:04
Failing power supply on critical virtual host at Sfax facility,HARDWARE,3,2024-12-21 12:40:04
Database replication lag exceeding thresholds on Oracle cluster,DATABASE,3,2025-02-06 15:32:04
DNS resolution delays for internal applications - primarily affecting Inventory,NETWORK,1,2024-12-04 07:32:04
INC351516: Projector system issues in Monastir conference rooms - Customer Support reported,HARDWARE,1,2024-12-31 04:57:04
ATTENTION: End-of-life hardware alert for non-critical virtual host in Gabès,HARDWARE,1,2025-01-05 02:34:04
INC674198: Aging hardware alert for virtual host supporting Customer Portal - replacement needed,HARDWARE,2,2024-12-23 14:13:04
ALERT: Intermittent network drops affecting intermittent percentage of users in Tozeur,NETWORK,3,2024-11-15 23:37:04
Occasional query timeouts for specific reports in HRMS using Oracle,DATABASE,1,2024-12-12 21:22:04
Security best-practice violations in HR user password selections,SECURITY,1,2025-02-12 17:43:04
INC804503: URGENT: Security advisory issued for Mobile App - patch available but no active exploits,SECURITY,1,2024-11-22 11:41:04
Memory errors reported on virtualization host in Jendouba - some VMs affected,HARDWARE,2,2024-12-12 20:58:04
Backup job failures for Elasticsearch database - reported for last minor runs,DATABASE,2,2025-01-21 07:42:04
Minor functionality issues in Mobile App reported by Customer Support team,SOFTWARE,2,2024-11-21 14:09:04
Minor constraint violations detected in Redis after recent data import,DATABASE,2,2025-02-06 12:39:04
Storage array disk failure in RAID 1 - redundancy compromised,HARDWARE,3,2025-01-16 03:37:04
Legacy system printing glitches in Djerba office - only affecting Executive,SOFTWARE,1,2025-01-24 12:50:04
Ref #7247: Primary and backup WAN link failure at Sfax datacenter - experienced at 2024-12-30 17:43:04,NETWORK,4,2024-12-30 17:43:04
Intermittent connection drops to Redis database during peak HOURS,DATABASE,2,2025-02-06 18:55:04
Memory errors noted on virtualization host in Nabeul - some VMs affected,HARDWARE,2,2025-01-02 01:35:04
Outdated security software on non-critical Android devices,SECURITY,1,2025-01-30 23:25:04
wireless AP performance degradation affecting R&D team workflows,NETWORK,3,2025-02-10 07:59:04
Outdated security software on non-critical Chrome OS devices,SECURITY,1,2024-12-06 09:30:04
Projector system issues in Ben Arous conference rooms - Executive reported,HARDWARE,1,2024-12-07 11:54:04
Aging hardware alert for database server supporting Mobile App - replacement needed,HARDWARE,2,2025-01-13 06:30:04
Primary and backup WAN link failure at Nabeul datacenter - discovered at 2025-02-09 08:41:04,NETWORK,4,2025-02-09 08:41:04
SQL deadlock incidents during peak load in Oracle affecting Analytics Platform,DATABASE,3,2024-11-26 04:02:04
[Ticket #63959] Ransomware outbreak detected across Ben Arous network - multiple systems affected,SECURITY,4,2025-01-08 12:36:04
Ref #5096: Backup job failures for Redis database - encountered for last intermittent runs,DATABASE,2,2024-12-19 20:22:04
[Ticket #95464] Application crashes occurring on Dashboard during peak usage hours,SOFTWARE,3,2024-12-05 02:59:04
Keyboard and mouse malfunction reports from multiple users in Customer Support,HARDWARE,1,2025-01-18 13:27:04
Security advisory issued for Customer Portal - patch available but no active exploits,SECURITY,1,2025-01-16 03:27:04
Slow query performance affecting specific reports in ERP - Oracle issue,DATABASE,2,2025-01-21 10:42:04
INC428236: Growing transaction logs consuming disk space on Redis server,DATABASE,2,2024-11-30 15:34:04
Aging hardware alert for domain controller supporting Dashboard - replacement needed,HARDWARE,2,2025-01-27 01:25:04
ATTENTION: Minor security misconfiguration on firewall in El Kef office,SECURITY,1,2025-01-21 08:51:04
ALERT: Software update problems on Linux fleet - identified by Finance,SOFTWARE,2,2024-11-17 05:41:04
PRIORITY: DNS resolution delays for internal applications - primarily affecting Customer Portal,NETWORK,1,2024-11-20 15:00:04
Disk subsystem errors on domain controller in Monastir - identified multiple errors,HARDWARE,3,2024-11-23 02:45:04
PRIORITY: Critical application authentication failures for Analytics Platform - all users affected,SOFTWARE,4,2025-01-15 05:51:04
Occasional timeout issues reported by Customer Support team when accessing Payroll,NETWORK,1,2025-01-07 16:04:04
End-of-life hardware alert for non-critical domain controller in Ariana,HARDWARE,1,2024-12-19 17:40:04
End-of-life hardware alert for non-critical database server in Gabès,HARDWARE,1,2025-01-19 18:20:04
URGENT: Growing transaction logs consuming disk space on SQL Server server,DATABASE,2,2025-01-09 06:26:04
Suspicious activity detected on privileged account in erp system,SECURITY,3,2025-01-09 21:42:04
Database replication lag exceeding thresholds on MongoDB cluster,DATABASE,3,2024-11-24 11:12:04
[Ticket #97672] Wi-Fi coverage issues in Monastir Sales area affecting iOS devices,NETWORK,2,2024-12-24 19:47:04
Redundant component failure on wireless AP at Jendouba - still operational,HARDWARE,2,2024-12-10 00:26:04
ATTENTION: Disk subsystem errors on domain controller in Tozeur - discovered multiple errors,HARDWARE,3,2024-12-03 03:43:04
Ref #9652: Server rack failure in Bizerte datacenter - all virtual host offline,HARDWARE,4,2025-02-07 17:48:04
Database replication lag exceeding thresholds on MongoDB cluster,DATABASE,3,2025-01-04 02:21:04
PRIORITY: Minor security misconfiguration on router in Tunis office,SECURITY,1,2024-12-20 23:33:04
Software update problems on Android fleet - noted by Marketing,SOFTWARE,2,2025-01-24 05:55:04
Phishing campaign targeting HR employees - several suspicious emails reported,SECURITY,2,2025-01-07 15:39:04
Historical data archiving required for MongoDB performance optimization,DATABASE,1,2024-11-26 01:14:04
Complete database outage affecting all ERP operations - noted at 2025-01-01 22:27:04,DATABASE,4,2025-01-01 22:27:04
Cosmetic UI issues in CRM on macOS platform - no functional impact,SOFTWARE,1,2024-12-14 20:33:04
Physical server crash affecting CRM in Sidi Bouzid datacenter,HARDWARE,3,2024-11-24 23:08:04
Outdated security software on non-critical iOS devices,SECURITY,1,2024-12-15 14:31:04
URGENT: critical latency reported by users accessing HRMS from Bizerte office,NETWORK,2,2025-01-30 09:07:04
PRIORITY: Unusual login patterns detected for IT user accounts - investigation needed,SECURITY,2,2024-12-26 20:29:04
Cosmetic UI issues in CRM on POS Terminal platform - no functional impact,SOFTWARE,1,2024-12-25 20:29:04
Gradual growth in database size requiring future capacity planning - PostgreSQL,DATABASE,1,2024-11-28 06:24:04
Potential data leak from Inventory - unusual access patterns reported,SECURITY,3,2025-01-18 21:54:04
Software licensing issue causing service interruption for ERP users,SOFTWARE,3,2024-11-23 11:59:04
Ref #7039: Minor index fragmentatoon issues in SQL Server - scheduled optimization recommended,DATABASE,1,2025-01-31 23:58:04
[Ticket #79754] Primary and backup WAN link failure at Bizerte datacenter - detected at 2024-12-24 14:06:04,NETWORK,4,2024-12-24 14:06:04
Software update problems on Windows fleet - identified by IT,SOFTWARE,2,2025-01-08 19:52:04
Hardware errors on Legal department's Windows devices - critical impact,HARDWARE,3,2025-01-24 17:07:04
Network saturation during data migration affecting Customer Support workflows,NETWORK,2,2025-02-10 18:16:04
Legacy system printing glitches in Ariana office - only affecting Executive,SOFTWARE,1,2025-02-07 07:27:04
Slow query performance affecting specific reports in Payroll - MySQL issue,DATABASE,2,2024-11-28 00:45:04
Non-critical statistics update failures on DynamoDB tables,DATABASE,1,2025-01-02 08:25:04
Keyboard and mouse malfunction reports from multiple users in Operations,HARDWARE,1,2025-01-01 08:02:04
Ref #3807: Legacy system printing glitches in Djerba office - only affecting Sales,SOFTWARE,1,2024-11-30 11:05:04
DNS resolution delays for internal applications - primarily affecting CRM,NETWORK,1,2024-12-09 00:12:04
Keyboard and mouse malfunction reports from multiple users in Operations,HARDWARE,1,2025-01-16 15:35:04
[Ticket #39121] Intermittent network drops affecting critical percentage of users in Monastir,NETWORK,3,2025-01-12 00:29:04
Critical data loss event in Redis production database - immediate attention required,DATABASE,4,2024-12-26 17:21:04
Cooling system failure in Ben Arous server room - temperature at critical levels,HARDWARE,4,2024-12-27 20:20:04
PRIORITY: Security best-practice violations in Customer Support user password selections,SECURITY,1,2025-02-05 05:31:04
[Ticket #95457] SQL deadlock incidents during peak load in SQL Server affecting Inventory,DATABASE,3,2025-01-13 09:35:04
Occasional query timeouts for specific reports in Customer Portal using Redis,DATABASE,1,2025-02-07 10:29:04
ATTENTION: Slow query performance affecting specific reports in HRMS - Elasticsearch issue,DATABASE,2,2025-01-25 22:56:04
End-of-life hardware alert for non-critical virtual host in Ben Arous,HARDWARE,1,2025-01-24 04:00:04
INC190111: Storage space critical on Oracle database servers - immediate cleanup needed,DATABASE,3,2024-11-17 19:21:04
Cosmetic UI issues in HRMS on Android platform - no functional impact,SOFTWARE,1,2025-02-03 05:56:04
Security best-practice violations in HR user passqord selections,SECURITY,1,2024-11-17 19:08:04
Software update problems on macOS fleet - experienced by Sales,SOFTWARE,2,2025-01-30 13:14:04
Minor packet drops on subnet 10.1.1.0/24 in Gabès office,NETWORK,1,2025-01-08 03:51:04
Non-critical network alert from monitoring system for Nabeul guest network,NETWORK,1,2025-01-16 07:06:04
Security advisory issued for Dashboard - patch available but no active exploits,SECURITY,1,2024-12-24 20:50:04
[Ticket #69684] Anomalous network traffic detected between Mahdia office and unknown external IPs,SECURITY,2,2025-02-09 08:58:04
Cosmetic UI issues in Analytics Platform on Windows platform - no functional impact,SOFTWARE,1,2025-01-09 14:24:04
Anomalous network traffic detected between Sousse office and unknown external IPs,SECURITY,2,2024-11-16 16:12:04
Brute force attacks against ERP administration interface - discovered from 10.10.20.x,SECURITY,3,2025-01-07 06:22:04
Significant query performance degradation in SQL Server during scheduled maintenance,DATABASE,3,2025-02-05 20:36:04
Non-critical statistics update failures on DynamoDB tables,DATABASE,1,2024-12-05 02:39:04
Aging hardware alert for domain controller supporting CRM - replacement needed,HARDWARE,2,2024-12-24 16:32:04
Phishing campaign targeting R&D employees - several suspicious emails reported,SECURITY,2,2025-02-08 08:35:04
Minor packet drops on subnet 192.168.0.0/24 in Nabeul office,NETWORK,1,2024-12-18 15:25:04
UPS failure during power event at Tataouine - multiple systems affected,HARDWARE,4,2025-01-28 22:59:04
Historical data archiving required for MongoDB performance optimization,DATABASE,1,2024-12-05 00:47:04
Physical server crash affecting Inventory in Sousse datacenter,HARDWARE,3,2025-01-18 09:54:04
Non-essential module showing errors in Dashboard - doesn't affect core functions,SOFTWARE,1,2024-12-27 11:15:04
Unauthorized access attempts detected from Monastir IP addresses,SECURITY,3,2024-12-15 19:28:04
Outdated security software on non-critical macOS devices,SECURITY,1,2025-01-03 03:29:04
INC737702: Low-risk vulnerability detected in CRM test environment,SECURITY,1,2024-12-26 08:15:04
Minor constraint violations identified in MySQL after recent data import,DATABASE,2,2025-01-05 17:37:04
Backup job failures for Oracle database - observed for last recurring runs,DATABASE,2,2024-11-27 03:49:04
ALERT: Non-critical bug in HRMS affecting specific workflows in Customer Support,SOFTWARE,2,2025-02-10 12:21:04
ALERT: Occasional query timeouts for specific reports in CRM using PostgreSQL,DATABASE,1,2024-11-27 02:31:04
[Ticket #88614] Redundant component failure on VPN concentrator at Gafsa - still operational,HARDWARE,2,2024-12-22 00:54:04
Legacy system printing glitches in El Kef office - only affecting Customer Support,SOFTWARE,1,2025-01-09 06:44:04
DNS resolution delays for internal applications - primarily affecting Dashboard,NETWORK,1,2025-01-19 03:47:04
Warning messages appearing in HRMS logs - no user impact obsvrved,SOFTWARE,1,2024-11-24 23:29:04
Slow query performance affecting specific reports in HRMS - SQL Server issue,DATABASE,2,2024-12-09 09:52:04
Single firewall showing early warning signs in Djerba facility,NETWORK,1,2024-12-06 14:05:04
Security best-practice violations in R&D user password selections,SECURITY,1,2024-11-29 06:37:04
PRIORITY: Minor packet drops on subnet 10.10.20.0/24 in Tataouine office,NETWORK,1,2024-12-10 15:20:04
ALERT: Network saturation during month-end processing affecting HR workflows,NETWORK,2,2024-12-05 06:40:04
Non-critical network alert from monitoring system for Kairouan guest network,NETWORK,1,2024-11-18 07:18:04
Phishing campaign targeting IT employees - several suspicious emails reported,SECURITY,2,2025-02-09 15:16:04
Critical hardware failure on primary storage array - RAID 6 degraded,HARDWARE,4,2025-01-29 22:09:04
Wi-Fi coverage issues in Sidi Bouzid Executive area affecting Chrome OS devices,NETWORK,2,2025-01-17 11:13:04
Phishing campaign targeting Customer Support employees - several suspicious emails reported,SECURITY,2,2025-01-11 10:16:04
Minor packet drops on subnet 192.168.1.0/24 in Ben Arous office,NETWORK,1,2024-12-15 00:14:04
Degraded performance on VPN concentrator at Nabeul - tickets from R&D,NETWORK,2,2025-01-06 18:56:04
Primary and backup WAN link failure at Sousse datacenter - observed at 2024-12-29 16:17:04,NETWORK,4,2024-12-29 16:17:04
ATTENTION: Potential data leak from Payroll - unusual access patterns observed,SECURITY,3,2024-12-21 23:44:04
Printer fleet connectivity issues in Djerba office affecting Mlrketing,HARDWARE,2,2025-02-03 04:46:04
Unauthorized access attempts detected from Sidi Bouzid IP addresses,SECURITY,3,2024-11-16 08:10:04
ATTENTION: Minor index fragmentation issues in Elasticsearch - scheduled optimization recommended,DATABASE,1,2024-12-07 23:23:04
URGENT: Minor security misconfiguration on router in Tataouine office,SECURITY,1,2025-01-08 03:13:04
Security best-practice violations in IT ucer password selections,SECURITY,1,2024-12-31 22:26:04
Unstable connectivity between Djerba and disaster recovery site - started at 20b5-02-05 14:59:04,NETWORK,3,2025-02-05 14:59:04
Disk subsystem errors on file server in Jendouba - identified multiple errors,HARDWARE,3,2024-12-19 16:23:04
Legacy system printing glitches in Hammamet office - only affecting Customer Support,SOFTWARE,1,2024-12-03 12:47:04
Mobile app UI rendering issues on iOS devices after recent update,SOFTWARE,2,2024-12-02 23:52:04
significant latency reported by users accessing Payroll from Tozeur office,NETWORK,2,2025-02-07 04:09:04
Ref #2552: Multiple blade server failures in chassis at Djerba - noted during month-end processing,HARDWARE,4,2025-02-10 22:20:04
PRIORITY: Intermittent network drops affecting intermittent percentage of users in Ariana,NETWORK,3,2025-01-12 00:47:04
PRIORITY: Low-risk vulnerability detected in Payroll test environment,SECURITY,1,2025-01-29 17:46:04
URGENT: Catastrophic query performance issue bringing SQL Server database to a halt,DATABASE,4,2025-02-14 08:06:04
Complete network outage in Hammamet datacenter affecting all application server,NETWORK,4,2025-01-06 02:15:04
Security advisory issued for HRMS - patch available but no active exploits,SECURITY,1,2024-12-30 03:53:04
Legacy system printing glitches in El Kef office - only affecting Exdcutive,SOFTWARE,1,2025-02-08 01:35:04
Catastrophic failure in operating system on web server - noted at 2025-01-21 00:41:04,SOFTWARE,4,2025-01-21 00:41:04
Critical application authentication failures for Dashboard - all users affected,SOFTWARE,4,2025-02-04 07:09:04
[Ticket #82705] Hardware errors on HR department's Linux devices - significant impact,HARDWARE,3,2024-12-16 21:09:04
Degraded performance on proxy server at Ben Arous - tickets from Sales,NETWORK,2,2025-01-28 06:36:04
Cosmetic UI issues in CRM on macOS platform - no functional impact,SOFTWARE,1,2024-12-31 17:51:04
INC730577: ALERT: Disk subsystem errors on application server in Sousse - discovered multiple errors,HARDWARE,3,2025-02-05 06:10:04
Outdated security software on non-critical Android devices,SECURITY,1,2024-12-28 18:39:04
Suspicious activity detected on privileged account in Dashboard system,SECURITY,3,2025-01-06 14:31:04
Backup job failures for SQL Server database - experienced for last persistent runs,DATABASE,2,2024-12-15 18:43:04
Anomalous network traffic detected between El Kef office and unknown external IPs,SECURITY,2,2024-12-09 13:24:04
Non-critical disk erxors on application server - SMART warnings experienced,HARDWARE,2,2025-01-15 14:07:04
ATTENTION: Security advisory issued for Analytics Platform - patch available but no active exploits,SECURITY,1,2024-12-09 04:10:04
INC180914: Non-critical statistics update failures on Oracle tables,DATABASE,1,2025-01-08 04:39:04
Intermittent packet loss in Sousse office network - experienced during peak hours,NETWORK,2,2025-01-26 13:15:04
[Ticket #46610] critical outage of Jendouba backbone network affecting FINANCE departments,NETWORK,4,2025-01-18 11:50:04
Connection pool exhaustion on MySQL database supporting Inventory,DATABASE,3,2024-11-20 16:06:04
End-of-life hardware alert for non-critical web server in Tozeur,HARDWARE,1,2024-11-16 01:32:04
Non-critical network alert from monitoring system for Jendouba guest network,NETWORK,1,2024-12-21 02:50:04
Expired SSL certificates alert for Customer Portal - renewal required within 7 days,SECURITY,2,2024-12-11 23:10:04
Legacy system printing glitches in Ben Arous office - only affecting HR,SOFTWARE,1,2025-01-30 14:32:04
Degraded performance on switch at El Kef - tickets from Customer Support,NETWORK,2,2024-11-23 20:13:04
Security best-practice violations in Executive user password selections,SECURITY,1,2025-02-10 18:18:04
Ref #8133: ATTENTION: Historical data archiving required for SQL Server performance optimization,DATABASE,1,2024-12-19 17:20:04
Single VPN concentrator showing early warning signs in Mahdia facility,NETWORK,1,2025-01-11 11:23:04
Malware detected on multiple endpoints in Marketing department,SECURITY,3,2024-12-09 20:06:04
potential outage of Tozeur backbone network affecting Customer Support departments,NETWORK,4,2025-01-01 17:50:04
Minor alert notifications from monitoring system for Payroll services,SOFTWARE,1,2024-12-03 12:25:04
Low-risk vulnerability detected in Analytics Platform test environment,SECURITY,1,2024-12-28 23:46:04
Ref #9797: Warning messages appearing in Analytics Platform logs - no user impact observed,SOFTWARE,1,2024-12-13 18:25:04
Physical server crash affecting Customer Portal in Jendouba datacenter,HARDWARE,3,2024-12-18 15:48:04
URGENT: Intermittent packet loss in Béja office network - reported during peak hours,NETWORK,2,2024-12-21 07:39:04
Legacy system printing glitches in Ben Arous office - only affecting Finance,SOFTWARE,1,2025-01-28 15:41:04
Ref #5438: Major data corruption issue in Payroll database - service completely down,SOFTWARE,4,2025-01-27 08:04:04
Critical failure of router in Ben Arous causing total service disruption,NETWORK,4,2024-11-24 03:46:04
ATTENTION: Aging hardware alert for backup server supporting Payroll - replacement needed,HARDWARE,2,2025-01-03 08:46:04
INC302356: Routine replacement needed for aging workstations in Sales department,HARDWARE,1,2025-01-15 13:06:04
Routine replacement needed for aging workstations in IT department,HARDWARE,1,2024-11-26 14:08:04
Intermittent network drops affecting intermittent percentage of users in Sousse,NETWORK,3,2024-12-22 05:36:04
Growing transaction logs consuming disk space on PostgreSQL server,DATABASE,2,2024-12-10 21:29:04
Degraded performance on firewall at Djerba - tickets from Finance,NETWORK,2,2024-12-04 04:55:04
Redundant component failure on wireless AP at Djerba - still operational,HARDWARE,2,2025-02-02 06:47:04
Mobile app UI rendering issues on Windows devices after recent update,SOFTWARE,2,2025-02-04 07:38:04
Slowdown in network response times affecting Inventory services - identified by multiple users,NETWORK,3,2024-12-29 00:53:04
UPS failure during power event at Bizerte - multiple systems affected,HARDWARE,4,2024-12-06 06:49:04
Minor constraint violations identified in SQL Server after recent data import,DATABASE,2,2024-12-12 03:04:04
ALERT: Projector system issues in Jendouba conference rooms - Legal reported,HARDWARE,1,2025-01-12 16:45:04
Security patch required for moderate vulnerability in email server,SECURITY,2,2025-02-07 16:36:04
Non-critical disk errors on backup server - SMART warnings detected,HARDWARE,2,2024-12-24 13:27:04
Slowdown in network response times affecting CRM services - reported by multiple usews,NETWORK,3,2024-11-29 23:30:04
Aging hardware alert for backup server supporting CRM - replacement needed,HARDWARE,2,2024-11-29 02:12:04
Application crashes occurring on Mobile App during peak usage hours,SOFTWARE,3,2025-01-17 14:25:04
Critical application authentication failures for HRMS - all users affected,SOFTWARE,4,2025-01-20 15:44:04
Minor packet drops on subnet 10.1.1.0/24 in El Kef office,NETWORK,1,2024-12-09 11:36:04
Ref #1153: Degraded performance on load balancer at Monastir - tickets from Executive,NETWORK,2,2025-01-06 00:36:04
Major data corruption issue in ERP database - service completely down,SOFTWARE,4,2024-11-23 02:25:04
Warning messages appearing in Mobile App logs - no user impact observed,SOFTWARE,1,2025-02-07 16:54:04
ATTENTION: UPS failure dueing power event at El Kef - multiple systems affected,HARDWARE,4,2025-01-04 08:46:04
Non-critical network alert from monitoring system for Jendouba guest network,NETWORK,1,2024-12-20 01:38:04
Single load balancer showing early warning signs in Gafsa facility,NETWORK,1,2024-11-26 15:03:04
Multiple blade server failures in chassis at Gafsa - observed during peak hours,HARDWARE,4,2025-02-11 00:30:04
Ref #5091: Minor constraint violations detected in SQL Server after recent data import,DATABASE,2,2025-01-17 09:16:04
URGENT: Redundant component failure on VPN concentrator at Jendouba - still operational,HARDWARE,2,2024-12-29 21:51:04
PRIORITY: Intermittent network drops affecting intermittent percentage of users in Gabès,NETWORK,3,2024-11-26 23:00:04
Security best-practice violations in Marketing user password selections,SECURITY,1,2024-12-19 17:09:04
URGENT: Unusual login patterns detected for Finance user accounts - investigation needed,SECURITY,2,2024-11-18 18:04:04
redundant component failure on firewall at Tunis - still operational,HARDWARE,2,2025-01-03 11:44:04
End-of-life hardware alert for non-critical email server in Kairouan,HARDWARE,1,2024-12-24 02:00:04
Brute force attacks against CRM administration interface - observed from 192.168.0.x,SECURITY,3,2024-11-28 22:52:04
Single disk showing early warning signs in RAID 6 array - no data at risk,HARDWARE,1,2024-12-14 18:25:04
Catastrophic query performance issue bringing Redis database to a halt,DATABASE,4,2024-11-29 09:32:04
ATTENTION: Non-critical network alert from monitoring system for Sousse guest network,NETWORK,1,2025-01-30 21:15:04
Memory leak identified in CRM affecting system stability after 2024-11-29 06:36:04 uptime,SOFTWARE,3,2024-11-29 06:36:04
Primary and backup WAN link failure at Monastir datacenter - detected at 2024-12-21 20:31:04,NETWORK,4,2024-12-21 20:31:04
Minor functionality issues in Analytics Platform reported by R&D team,SOFTWARE,2,2024-12-06 17:38:04
Occasional query timeouts for specific reports in CRM using PostgreSQL,DATABASE,1,2025-01-09 04:54:04
DNS resolution delays for internal applications - primarily affecting Analytics Platform,NETWORK,1,2025-02-04 21:17:04
Single disk showing early warning signs in RAID 10 array - no data at risk,HARDWARE,1,2024-12-13 21:11:04
Hardware errors on IT department's Windows devices - potential impact,HARDWARE,3,2025-01-22 14:36:04
ALERT: Network saturation during peak hours affecting Finance workflows,NETWORK,2,2024-12-29 04:04:04
Application crashes occurring on Payroll during peak usage hours,SOFTWARE,3,2024-12-12 17:26:04
Physical server crash affecting Mobile App in Tozeur datacenter,HARDWARE,3,2024-12-31 20:00:04
Hardware errors on Customer Support department's Android devices - severe impact,HARDWARE,3,2024-11-17 08:16:04
Non-critical network alert from monitoring system for Sousse guest network,NETWORK,1,2025-01-28 01:55:04
Ref #9442: Minor alert notifications from monitoring system for Dashboard services,SOFTWARE,1,2025-01-15 00:32:04
URGENT: Security best-practice violations in Customer Support user password selections,SECURITY,1,2024-12-17 17:08:04
Network saturation during month-end processing affecting HR workflows,NETWORK,2,2025-01-09 16:08:04
Legacy system printing glitches in Gafsa office - only affecting Executive,SOFTWARE,1,2024-12-26 19:05:04
[Ticket #50694] Backup job failures for MySQL database - experienced for lfst recurring runs,DATABASE,2,2025-02-11 15:14:04
[Ticket #72125] Growing transaction logs consuming disk space on Oracle server,DATABASE,2,2025-01-25 00:39:04
INC135131: Failing power supply on critical database server at Nabeul facility,HARDWARE,3,2025-01-13 18:16:04
Ref #3198: Critical bug in production release of CRM causing system-wide failures,SOFTWARE,4,2025-02-08 06:12:04
Minor alert notifications from monitoring system for HRMS services,SOFTWARE,1,2025-02-01 01:49:04
[Ticket #31530] Ransomware outbreak detected across Tunis network - multiple systems affected,SECURITY,4,2025-01-24 02:34:04
ALERT: Memory leak identified IN ERP affecting system stability after 2025-01-23 14:04:04 uptime,SOFTWARE,3,2025-01-23 14:04:04
Anomalous network traffic detected between Tozeur office and unknown external IPs,SECURITY,2,2024-11-25 22:58:04
ALERT: Non-essential module showing errors in Payroll - doesn't affect core functions,SOFTWARE,1,2025-01-17 01:08:04
Keyboard and mouse malfunction reports from multiple users in HR,HARDWARE,1,2024-11-17 14:09:04
[Ticket #81000] Growing transaction logs consuming disk space on Oracle server,DATABASE,2,2024-12-12 18:10:04
ALERT: Warning messages appearing in Customer Portal logs - no user impact observed,SOFTWARE,1,2025-01-08 07:24:04
[Ticket #54510] Unusual login patterns detected for HR user accounts - investigation needed,SECURITY,2,2025-01-15 10:28:04
Minor index fragmentation issues in Elasticsearch - scheduled optimization recommended,DATABASE,1,2025-01-10 08:32:04
ALERT: Low-risk vulnerability detected in Inventory test environment,SECURITY,1,2024-12-08 22:39:04
INC262449: Critical failure of load balancer in Gafsa causing total service disruption,NETWORK,4,2024-12-26 13:02:04
INC285087: Software update problems on macOS fleet - observed by Legal,SOFTWARE,2,2025-01-05 22:57:04
Non-critical disk errors on web server - SMART warnings experienced,HARDWARE,2,2025-01-03 06:50:04
Backup job failures for MySQL database - detected for last potential runs,DATABASE,2,2025-01-16 15:11:04
