description,category,subcategory,priority
Time-critical alert: Materialized view refresh failed ! database-dependent services down - stored procedure compilation errors,DATABASE,Schema Management,1
Point-in-time recovery error ! issue reproducible in all database environments - impacting all database-dependent services,DATABASE,Backup & Recovery,1
Time sensitive: Connection limit reached - production database pipeline completely stopped - temp tablespace full errors,DATABASE,Capacity,1
RMAN error: log sequence gap detected - customer-facing database services impacted,DATABASE,Backup & Recovery,3
Important: Problems with database IOPS limit exceeded - connection pool exhausted - getting ORA-errors,DATABASE,Capacity,4
Failed stored procedure (memory usage growing exponentially on DB server) . index unusable after update . customer data unavailable,DATABASE,Schema Management,1
Database error preventing work Log shipping failure ! entire ERP system down,DATABASE,Backup & Recovery,3
Log rotation failure - error rate spiking in DB monitoring ! database-dependent services down,DATABASE,Monitoring & Logging,4
Recovery stuck at rollback (memory usage growing exponentially on DB server) ; backup job failing every night - business intelligence platform affected,DATABASE,Backup & Recovery,4
Time sensitive: Performance metrics missing - business operations severely affected due to database issues - deadlock detector not working,DATABASE,Monitoring & Logging,4
Rollback segment full ! all attempts to connect fail - customer data unavailable,DATABASE,Capacity,2
URGENT: Database Event notification failure !!! entire ERP system down,DATABASE,Monitoring & Logging,3
CRITICAL: Database error in Schema version conflict - broken view definitions - finance system can't access data,DATABASE,Schema Management,2
Partition operation failed: DDL operation blocked by locks - business intelligence platform affected,DATABASE,Schema Management,3
URGENT - Database Customer Impact: Invalid credentials - role assignments disappeared - multiple instances affected,DATABASE,User Access,3
Invalid init parameters (all retry attempts to database failed) . NLS parameters incorrect . customer data unavailable,DATABASE,Configuration,2
Data validation error: orphaned relational records - preventing order processing in database,DATABASE,Data Integrity,2
Unauthorized schema access ! multiple users reporting same database problem - all queries failing,DATABASE,User Access,4
Failed login attempts: login failures for all users - preventing order processing in database,DATABASE,User Access,2
Time-critical alert: Log files filled disk ! preventing order processing in database - temp tablespace full errors,DATABASE,Capacity,1
Time-critical alert: Instance terminated unexpectedly ! all queries failing - listener not accepting connections,DATABASE,Availability,1
Datafile autoextend failed: no space left for transactions - memory usage growing exponentially on DB server,DATABASE,Capacity,2
Time-critical alert: Log shipping failure ! production database pipeline completely stopped - can't restore from backup set,DATABASE,Backup & Recovery,2
Time-critical alert: Database CPU overload ! can't process customer orders in database - deadlocks occurring frequently,DATABASE,Performance,3
Distribution agent stalled - memory usage growing exponentially on DB server ! revenue-generating database down,DATABASE,Replication,2
Schema version conflict ! error rate spiking in DB monitoring - entire ERP system down,DATABASE,Schema Management,1
MAJOR DATABASE INCIDENT: Duplicate primary keys ! database-dependent services down,DATABASE,Data Integrity,1
URGENT: Database Event notification failure ! customer-facing database services impacted,DATABASE,Monitoring & Logging,3
Function compilation error (error logs attached in screenshot) ; trigger causing exceptions - business intelligence platform affected,DATABASE,Schema Management,1
Rollback segment full ! rebooted database server - preventing order processing in database,DATABASE,Capacity,1
URGENT: Database Corrupt backup file ! reports not generating,DATABASE,Backup & Recovery,4
Partition operation failed (checked database logs) . partition operation failed . business operations severely affected due to database issues,DATABASE,Schema Management,1
Connection limit reached: query memory grants failing - business intelligence platform affected,DATABASE,Capacity,3
Data type mismatch: orphaned relational records - business operations severely affected due to database issues,DATABASE,Data Integrity,2
Production DB blocked by Rollback segment full !!! business intelligence platform affected,DATABASE,Capacity,2
Archivelog destination full: connection pool exhausted - can't process customer orders in database,DATABASE,Capacity,2
CRITICAL: Database error in Grant operation failed - user accounts locked - tried different connection methods,DATABASE,User Access,2
Time-critical alert: DDL operation hung ! reports not generating - materialized view refresh hanging,DATABASE,Schema Management,1
User quota exceeded: privileged access revoked - getting ORA-errors,DATABASE,User Access,2
HIGH PRIORITY DB ISSUE: Character set mismatch !!! reports not generating,DATABASE,Configuration,3
Database CPU overload: deadlocks occurring frequently - database-dependent services down,DATABASE,Performance,2
Invalid object reference: stored procedure compilation errors - entire ERP system down,DATABASE,Schema Management,4
Time-critical alert: High I/O wait ! transactions not processing - execution plan regression,DATABASE,Performance,1
PRODUCTION DATABASE DOWN: Configuration file missing - settings lost after restart - logs showing cascade of database failures,DATABASE,Configuration,3
Database storage full: disk space critical on DB server - multiple users reporting same database problem,DATABASE,Capacity,4
Rollback segment full (tried different connection methods) . temp tablespace full errors . reports not generating,DATABASE,Capacity,2
CDC process failed - error code in logs ! preventing order processing in database,DATABASE,Replication,3
HIGH PRIORITY DB ISSUE: Database hung ! can't process customer orders in database,DATABASE,Availability,1
Production DB blocked by Backup job failed ! all data access blocked,DATABASE,Backup & Recovery,2
HELP - DB down Log shipping failure - transaction logs missing - entire company database access affected,DATABASE,Backup & Recovery,3
Database service crashed (multiple instances affected) . service completely unresponsive . customer-facing database services impacted,DATABASE,Availability,3
IMMEDIATE ACTION REQUIRED: Database Query timeout - deadlocks occurring frequently - all data access blocked,DATABASE,Performance,4
Production DB blocked by Log reader agent failing ! database-dependent services down,DATABASE,Replication,2
EMERGENCY DATABASE TICKET: Incompatible parameter values ! transactions not processing,DATABASE,Configuration,4
Instance not responding (multiple instances affected) . service completely unresponsive . preventing order processing in database,DATABASE,Availability,3
Temp space exhausted: connection pool exhausted - business operations severely affected due to database issues,DATABASE,Capacity,2
PRODUCTION DATABASE DOWN: Privilege escalation detected !!! production database pipeline completely stopped,DATABASE,User Access,3
URGENT - Database Customer Impact: Memory pressure - timeouts on simple selects - multiple clients affected by database outage,DATABASE,Performance,1
HELP - DB down Sequence generation error ! multiple clients affected by database outage,DATABASE,Schema Management,3
URGENT: Database Replication stopped !!! production database pipeline completely stopped,DATABASE,Replication,4
Log shipping failure - happens on all queries ! entire company database access affected,DATABASE,Backup & Recovery,2
Deadlock detection issues: audit trail missing entries - customer-facing database services impacted,DATABASE,Monitoring & Logging,3
Transaction log corruption - all attempts to connect fail ! can't process customer orders in database,DATABASE,Data Integrity,2
CRITICAL: Database error in Password expired ! business operations severely affected due to database issues,DATABASE,User Access,2
Connection limit reached - error rate spiking in DB monitoring ! business operations severely affected due to database issues,DATABASE,Capacity,4
HIGH PRIORITY DB ISSUE: Change tracking failed ! all data access blocked,DATABASE,Replication,4
Tablespace at capacity - error rate spiking in DB monitoring ! business intelligence platform affected,DATABASE,Capacity,2
IMMEDIATE ACTION REQUIRED: Database Buffer cache thrashing ! entire company database access affected,DATABASE,Performance,3
Database link failure - all retry attempts to database failed ! transactions not processing,DATABASE,Configuration,3
Recovery stuck at rollback (checked database logs) ; can't access backup files - preventing order processing in database,DATABASE,Backup & Recovery,1
Time sensitive: Connection refused - business operations severely affected due to database issues - listener not accepting connections,DATABASE,Availability,4
Data sync conflict (getting ORA-errors) ; log reader agent failing - impacting all database-dependent services,DATABASE,Replication,1
High wait times (error rate spiking in DB monitoring) ; database process not running - customer-facing database services impacted,DATABASE,Availability,3
URGENT: Database Partition operation failed - materialized view refresh hanging - issue reproducible in all database environments,DATABASE,Schema Management,2
Time sensitive: Log shipping failure - business intelligence platform affected - can't restore from backup set,DATABASE,Backup & Recovery,3
!!Data corruption!! - Referential integrity failure !!! production database pipeline completely stopped,DATABASE,Data Integrity,2
Important: Problems with database Invalid connection string ! revenue-generating database down,DATABASE,Configuration,3
RMAN error (checked database logs) . inconsistent backup state . transactions not processing,DATABASE,Backup & Recovery,2
Data validation error (all attempts to connect fail) . checksums failing . transactions not processing,DATABASE,Data Integrity,1
CRITICAL: Database error in High wait times - connection string failing - happens on all queries,DATABASE,Availability,1
Time sensitive: Temp space exhausted - impacting all database-dependent services - no space left for transactions,DATABASE,Capacity,1
Time-critical alert: High I/O wait ! multiple teams blocked from data access - parameter queries failing,DATABASE,Performance,2
Role assignment failed (multiple users reporting same database problem) . privileged access revoked . critical business processes blocked by DB issue,DATABASE,User Access,1
P1 DB INCIDENT: CDC process failed - replication topology broken - multiple instances affected,DATABASE,Replication,4
!!Data corruption!! - Parameter file corruption ! can't process customer orders in database,DATABASE,Configuration,2
Database storage full: log files filling entire volume - multiple teams blocked from data access,DATABASE,Capacity,1
Connection pool exhausted (multiple users reporting same database problem) . service completely unresponsive . entire company database access affected,DATABASE,Availability,1
Database error preventing work Log files filled disk ! multiple clients affected by database outage,DATABASE,Capacity,2
Corrupt backup file (started after recent schema update) . RMAN reporting corrupt blocks . reports not generating,DATABASE,Backup & Recovery,1
Important: Problems with database Duplicate primary keys !!! all queries failing,DATABASE,Data Integrity,1
Time sensitive: Corrupt backup file - customer-facing database services impacted - inconsistent backup state,DATABASE,Backup & Recovery,1
Data corruption detected (multiple instances affected) ; unexpected NULL values - reports not generating,DATABASE,Data Integrity,1
Time-critical alert: Performance metrics missing ! critical business processes blocked by DB issue - diagnostic pack not functioning,DATABASE,Monitoring & Logging,3
Differential backup corrupted (issue reproducible in all database environments) . RMAN reporting corrupt blocks . entire company database access affected,DATABASE,Backup & Recovery,1
Corrupt backup file ! all attempts to connect fail - customer-facing database services impacted,DATABASE,Backup & Recovery,2
Authentication method conflict: service registration failed - revenue-generating database down,DATABASE,Configuration,1
Emergency - Can't access Incompatible parameter values ! customer-facing database services impacted,DATABASE,Configuration,2
Temp space exhausted - started after recent schema update ! database-dependent services down,DATABASE,Capacity,3
MAJOR DATABASE INCIDENT: Datafile autoextend failed - connection pool exhausted - transactions not processing,DATABASE,Capacity,2
PRODUCTION DATABASE DOWN: Permission denied error !!! customer data unavailable,DATABASE,User Access,1
Change tracking failed - database console showing multiple errors ! multiple clients affected by database outage,DATABASE,Replication,3
EMERGENCY DATABASE TICKET: Recovery stuck at rollback - backup job failing every night - customer data unavailable,DATABASE,Backup & Recovery,3
Invalid connection string (checked database logs) . settings lost after restart . multiple clients affected by database outage,DATABASE,Configuration,1
Resource limit exceeded ! all retry attempts to database failed - critical business processes blocked by DB issue,DATABASE,User Access,3
MAJOR DATABASE INCIDENT: Temp space exhausted ! business operations severely affected due to database issues,DATABASE,Capacity,1
!!Data corruption!! - IOPS limit exceeded - disk space critical on DB server - started after morning maintenance,DATABASE,Capacity,3
Listener misconfiguration - happens on all queries ! finance system can't access data,DATABASE,Configuration,4
DATABASE ALERT: Duplicate primary keys !!! can't process customer orders in database,DATABASE,Data Integrity,1
Time-critical alert: Duplicate primary keys ! business operations severely affected due to database issues - truncated data in fields,DATABASE,Data Integrity,2
Permission denied error - all retry attempts to database failed ! finance system can't access data,DATABASE,User Access,1
Duplicate primary keys ! checked database logs - finance system can't access data,DATABASE,Data Integrity,1
DATABASE ALERT: Constraint error - unexpected NULL values - database metrics showing anomalies,DATABASE,Data Integrity,3
RMAN error: RMAN reporting corrupt blocks - reports not generating,DATABASE,Backup & Recovery,4
Instance not responding: database process not running - preventing order processing in database,DATABASE,Availability,1
DDL operation hung ! error rate spiking in DB monitoring - finance system can't access data,DATABASE,Schema Management,1
Important: Problems with database Character set mismatch ! reports not generating,DATABASE,Configuration,3
Distribution agent stalled - issue reproducible in all database environments ! revenue-generating database down,DATABASE,Replication,3
Time-critical alert: Permission denied error ! production database pipeline completely stopped - suddenly can't access any tables,DATABASE,User Access,2
Authentication method conflict - tried different connection methods ! customer data unavailable,DATABASE,Configuration,3
Database hung ! started after morning maintenance - business intelligence platform affected,DATABASE,Availability,3
Log reader agent failing (happens on all queries) . replication process terminated . multiple teams blocked from data access,DATABASE,Replication,3
Master-slave desync (rebooted database server) ; replication topology broken - preventing order processing in database,DATABASE,Replication,1
Replication stopped (database metrics showing anomalies) ; replica several hours behind master - multiple clients affected by database outage,DATABASE,Replication,1
Database failover failed (error logs attached in screenshot) . listener not accepting connections . critical business processes blocked by DB issue,DATABASE,Availability,1
Time-critical alert: Data corruption detected ! can't process customer orders in database - data type conversion errors,DATABASE,Data Integrity,1
Trigger execution failure (logs showing cascade of database failures) ; stored procedure compilation errors - multiple teams blocked from data access,DATABASE,Schema Management,3
HELP - DB down Invalid database config - initialization parameters invalid - happens on all queries,DATABASE,Configuration,1
Time sensitive: Publication/subscription error - critical business processes blocked by DB issue - replica several hours behind master,DATABASE,Replication,1
Password expired: proxy authentication errors - multiple clients affected by database outage,DATABASE,User Access,1
Data corruption detected: orphaned relational records - error logs attached in screenshot,DATABASE,Data Integrity,1
Database service crashed (database console showing multiple errors) ; listener not accepting connections - revenue-generating database down,DATABASE,Availability,3
URGENT - Database Customer Impact: Change tracking failed - replication process terminated - tried restarting instance,DATABASE,Replication,2
Database service crashed ! memory usage growing exponentially on DB server - customer data unavailable,DATABASE,Availability,4
Database error preventing work Database hung ! multiple teams blocked from data access,DATABASE,Availability,1
Time sensitive: Monitoring agent disconnected - entire ERP system down - metric collection failed,DATABASE,Monitoring & Logging,1
DATABASE ALERT: Replica lag critical - connection string failing - all data access blocked,DATABASE,Availability,1
Broken view definition: stored procedure compilation errors - database console showing multiple errors,DATABASE,Schema Management,2
Orphaned records found ! memory usage growing exponentially on DB server - entire ERP system down,DATABASE,Data Integrity,2
Time sensitive DB issue: Deadlock detection issues - wait event statistics unavailable - memory usage growing exponentially on DB server,DATABASE,Monitoring & Logging,2
HIGH PRIORITY DB ISSUE: Truncated data values - constraint violations - reports not generating,DATABASE,Data Integrity,3
Database failover failed (database metrics showing anomalies) ; connection attempts timing out - entire ERP system down,DATABASE,Availability,2
Time sensitive: Data type mismatch - critical business processes blocked by DB issue - checksums failing,DATABASE,Data Integrity,3
URGENT: Database Log rotation failure - wait event statistics unavailable - checked database logs,DATABASE,Monitoring & Logging,1
Authentication method conflict ! database console showing multiple errors - production database pipeline completely stopped,DATABASE,Configuration,4
CRITICAL DB ALERT: Privilege escalation detected - user accounts locked - all queries failing,DATABASE,User Access,1
Listener misconfiguration ! multiple instances affected - finance system can't access data,DATABASE,Configuration,1
HELP - DB down Buffer cache thrashing - queries taking 10+ minutes - can't process customer orders in database,DATABASE,Performance,4
Immediate database assistance needed: Transaction log corruption ! entire ERP system down,DATABASE,Data Integrity,1
CRITICAL: Database error in Connection pool exhausted - socket connection refused - getting ORA-errors,DATABASE,Availability,1
PRODUCTION DATABASE DOWN: Monitoring agent disconnected !!! database-dependent services down,DATABASE,Monitoring & Logging,3
!!Data corruption!! - Foreign key violation - unexpected NULL values - happens on all queries,DATABASE,Data Integrity,2
Blocking transactions ! error rate spiking in DB monitoring - database-dependent services down,DATABASE,Performance,2
Database cluster unavailable: connection attempts timing out - rebooted database server,DATABASE,Availability,1
HIGH PRIORITY DB ISSUE: Query timeout ! database-dependent services down,DATABASE,Performance,2
Database storage full: temp tablespace full errors - reports not generating,DATABASE,Capacity,3
Time-critical alert: Replication stopped ! all data access blocked - publisher/subscriber mismatch,DATABASE,Replication,1
URGENT - Database Customer Impact: Configuration file missing !!! transactions not processing,DATABASE,Configuration,2
Query logging failed: trace files not being created - multiple instances affected,DATABASE,Monitoring & Logging,2
Orphaned records found (issue reproducible in all database environments) . truncated data in fields . business operations severely affected due to database issues,DATABASE,Data Integrity,1
Data validation error (tried different connection methods) ; truncated data in fields - production database pipeline completely stopped,DATABASE,Data Integrity,2
Time sensitive: Listener misconfiguration - multiple teams blocked from data access - SPFILE corruption detected,DATABASE,Configuration,3
Database service crashed ! logs showing cascade of database failures - business operations severely affected due to database issues,DATABASE,Availability,1
Rollback segment full - started after recent schema update ! finance system can't access data,DATABASE,Capacity,2
Time sensitive: Function compilation error - database-dependent services down - broken view definitions,DATABASE,Schema Management,3
URGENT: Database Status dashboard unresponsive !!! multiple teams blocked from data access,DATABASE,Monitoring & Logging,2
CRITICAL DB ALERT: Recovery missing logs - backup job failing every night - error rate spiking in DB monitoring,DATABASE,Backup & Recovery,2
Orphaned records found (issue reproducible in all database environments) . truncated data in fields . all data access blocked,DATABASE,Data Integrity,1
Immediate database assistance needed: Index rebuild error ! customer-facing database services impacted,DATABASE,Schema Management,1
Query timeout (database metrics showing anomalies) . query plans suddenly inefficient . reports not generating,DATABASE,Performance,1
Database error preventing work Foreign key violation - query results inconsistent - rebooted database server,DATABASE,Data Integrity,1
Orphaned records found: records missing primary keys - multiple instances affected,DATABASE,Data Integrity,2
Database error preventing work Alert log filled with errors - performance counters reset - error code in logs,DATABASE,Monitoring & Logging,3
Immediate database assistance needed: Replication lag critical !!! multiple teams blocked from data access,DATABASE,Replication,1
Duplicate primary keys: checksums failing - all data access blocked,DATABASE,Data Integrity,1
Connection refused (database metrics showing anomalies) . service completely unresponsive . impacting all database-dependent services,DATABASE,Availability,1
Time sensitive: Orphaned records found - can't process customer orders in database - checksums failing,DATABASE,Data Integrity,3
CRITICAL DB ALERT: Password expired ! all queries failing,DATABASE,User Access,2
Time sensitive: Incompatible parameter values - business operations severely affected due to database issues - connection string rejected,DATABASE,Configuration,1
Time sensitive: Incomplete backup set - customer-facing database services impacted - RMAN reporting corrupt blocks,DATABASE,Backup & Recovery,1
URGENT: Database Log write delays ! transactions not processing,DATABASE,Performance,3
Time sensitive: Duplicate primary keys - multiple teams blocked from data access - unexpected NULL values,DATABASE,Data Integrity,4
Production DB blocked by Database timeout - can't establish any connections - database-dependent services down,DATABASE,Availability,1
Database storage full - multiple instances affected ! preventing order processing in database,DATABASE,Capacity,2
URGENT - Database Customer Impact: Transaction log corruption - unexpected NULL values - error rate spiking in DB monitoring,DATABASE,Data Integrity,1
Recovery missing logs: inconsistent backup state - issue reproducible in all database environments,DATABASE,Backup & Recovery,2
Time-critical alert: Master-slave desync ! production database pipeline completely stopped - publisher/subscriber mismatch,DATABASE,Replication,2
Datafile autoextend failed ! issue reproducible in all database environments - entire company database access affected,DATABASE,Capacity,2
Time sensitive: Memory settings misconfigured - impacting all database-dependent services - memory settings causing crashes,DATABASE,Configuration,2
User quota exceeded: exceeding resource quotas - error rate spiking in DB monitoring,DATABASE,User Access,2
Function compilation error ! tried different connection methods - business intelligence platform affected,DATABASE,Schema Management,2
IMMEDIATE ACTION REQUIRED: Database Data sync conflict !!! production database pipeline completely stopped,DATABASE,Replication,1
Important: Problems with database Broken view definition ! business operations severely affected due to database issues,DATABASE,Schema Management,1
IMMEDIATE ACTION REQUIRED: Database Archivelog destination full ! customer data unavailable,DATABASE,Capacity,1
Database diagnostics not available ! started after morning maintenance - entire ERP system down,DATABASE,Monitoring & Logging,3
Database error preventing work Unauthorized schema access !!! transactions not processing,DATABASE,User Access,1
Emergency - Can't access Database hung - listener not accepting connections - tried different connection methods,DATABASE,Availability,1
Buffer cache thrashing (started after recent schema update) . CPU usage at 100 on DB server . all queries failing,DATABASE,Performance,2
!!Data corruption!! - Corrupt backup file ! revenue-generating database down,DATABASE,Backup & Recovery,3
MAJOR DATABASE INCIDENT: Parameter file corruption !!! can't process customer orders in database,DATABASE,Configuration,2
URGENT - Database Customer Impact: Permission denied error - user accounts locked - started after recent schema update,DATABASE,User Access,1
!!Data corruption!! - Backup job failed - point-in-time recovery failing - started after morning maintenance,DATABASE,Backup & Recovery,1
Trigger execution failure: invalid object references - started after recent schema update,DATABASE,Schema Management,2
Time-critical alert: Replication queue overflowed ! business intelligence platform affected - publisher/subscriber mismatch,DATABASE,Replication,3
URGENT - Database Customer Impact: Log reader agent failing !!! critical business processes blocked by DB issue,DATABASE,Replication,2
DATABASE ALERT: Invalid init parameters !!! multiple clients affected by database outage,DATABASE,Configuration,3
EMERGENCY DATABASE TICKET: User quota exceeded !!! entire company database access affected,DATABASE,User Access,3
Schema change failed: partition operation failed - customer-facing database services impacted,DATABASE,Schema Management,4
Instance parameter error ! logs showing cascade of database failures - all data access blocked,DATABASE,Configuration,1
Sequence generation error: materialized view refresh hanging - started after morning maintenance,DATABASE,Schema Management,2
Time sensitive: Authentication method conflict - preventing order processing in database - parameter file can't be read,DATABASE,Configuration,3
Time-critical alert: User quota exceeded ! can't process customer orders in database - privileged access revoked,DATABASE,User Access,2
Important: Problems with database Broken view definition - partition operation failed - transactions not processing,DATABASE,Schema Management,2
Index rebuild error (rebooted database server) . partition operation failed . multiple teams blocked from data access,DATABASE,Schema Management,2
Incompatible parameter values: NLS parameters incorrect - can't process customer orders in database,DATABASE,Configuration,2
Time sensitive: Grant operation failed - business operations severely affected due to database issues - suddenly can't access any tables,DATABASE,User Access,3
Immediate database assistance needed: Parameter file corruption !!! database-dependent services down,DATABASE,Configuration,1
HIGH PRIORITY DB ISSUE: Broken view definition - index unusable after update - error logs attached in screenshot,DATABASE,Schema Management,2
Memory pressure (all attempts to connect fail) . execution plan regression . business intelligence platform affected,DATABASE,Performance,2
Time sensitive: Role assignment failed - production database pipeline completely stopped - grant operations failing,DATABASE,User Access,1
Emergency - Can't access Audit failure ! revenue-generating database down,DATABASE,Monitoring & Logging,3
Important: Problems with database Index rebuild error - broken view definitions - transactions not processing,DATABASE,Schema Management,2
Publication/subscription error (checked database logs) . replication topology broken . database-dependent services down,DATABASE,Replication,2
Memory settings misconfigured (tried different connection methods) ; memory settings causing crashes - business operations severely affected due to database issues,DATABASE,Configuration,1
URGENT - Database Customer Impact: Sequence generation error ! can't process customer orders in database,DATABASE,Schema Management,1
Time sensitive: Replication lag critical - multiple clients affected by database outage - circular replication error,DATABASE,Replication,1
Immediate database assistance needed: Invalid init parameters - parameter file can't be read - logs showing cascade of database failures,DATABASE,Configuration,1
Time-critical alert: Monitoring agent disconnected ! finance system can't access data - alert log flooded with errors,DATABASE,Monitoring & Logging,2
Time sensitive: Replication lag critical - entire company database access affected - log reader agent failing,DATABASE,Replication,1
Log write delays: query plans suddenly inefficient - memory usage growing exponentially on DB server,DATABASE,Performance,3
Time sensitive: Slow query execution - all queries failing - execution plan regression,DATABASE,Performance,2
Backup space depleted: query memory grants failing - entire company database access affected,DATABASE,Capacity,2
MAJOR DATABASE INCIDENT: Schema change failed !!! multiple teams blocked from data access,DATABASE,Schema Management,1
BLOCKING DATABASE ISSUE: Database cluster unavailable ! business operations severely affected due to database issues,DATABASE,Availability,1
Replication lag critical ! multiple instances affected - multiple clients affected by database outage,DATABASE,Replication,1
Corrupt backup file ! getting ORA-errors - entire ERP system down,DATABASE,Backup & Recovery,1
Time sensitive: Parameter file corruption - production database pipeline completely stopped - connection string rejected,DATABASE,Configuration,1
Differential backup corrupted: log sequence gap detected - business operations severely affected due to database issues,DATABASE,Backup & Recovery,1
Emergency - Can't access Broken view definition ! can't process customer orders in database,DATABASE,Schema Management,1
Time sensitive: High I/O wait - finance system can't access data - execution plan regression,DATABASE,Performance,3
URGENT: Database Rollback segment full ! impacting all database-dependent services,DATABASE,Capacity,1
Function compilation error: DDL operation blocked by locks - database metrics showing anomalies,DATABASE,Schema Management,2
Memory settings misconfigured (getting ORA-errors) . listener configuration invalid . customer data unavailable,DATABASE,Configuration,1
PRODUCTION DATABASE DOWN: Privilege escalation detected - exceeding resource quotas - rebooted database server,DATABASE,User Access,2
Permission denied error ! error logs attached in screenshot - preventing order processing in database,DATABASE,User Access,4
Database server down (multiple instances affected) ; can't establish any connections - entire ERP system down,DATABASE,Availability,1
Replica lag critical (checked database logs) ; connection attempts timing out - business operations severely affected due to database issues,DATABASE,Availability,1
BLOCKING DATABASE ISSUE: Schema change failed - trigger causing exceptions - finance system can't access data,DATABASE,Schema Management,3
Invalid database config - error logs attached in screenshot ! customer-facing database services impacted,DATABASE,Configuration,3
Backup job failed - rebooted database server ! database-dependent services down,DATABASE,Backup & Recovery,1
Referential integrity failure: checksums failing - database-dependent services down,DATABASE,Data Integrity,1
Production DB blocked by Slow query execution !!! multiple teams blocked from data access,DATABASE,Performance,1
Time-critical alert: Database restore failed ! revenue-generating database down - can't restore from backup set,DATABASE,Backup & Recovery,4
Incompatible parameter values: memory settings causing crashes - checked database logs,DATABASE,Configuration,2
RMAN error (error code in logs) . RMAN reporting corrupt blocks . revenue-generating database down,DATABASE,Backup & Recovery,2
Important: Problems with database Permission denied error - user accounts locked - critical business processes blocked by DB issue,DATABASE,User Access,3
Database storage full: max file size reached - database-dependent services down,DATABASE,Capacity,1
Time sensitive: Resource limit exceeded - database-dependent services down - suddenly can't access any tables,DATABASE,User Access,4
Replication topology broken ! error code in logs - reports not generating,DATABASE,Replication,3
Index scan bottleneck ! error logs attached in screenshot - multiple clients affected by database outage,DATABASE,Performance,3
URGENT: Database Broken view definition - DDL operation blocked by locks - production database pipeline completely stopped,DATABASE,Schema Management,2
Log files filled disk - started after morning maintenance ! customer-facing database services impacted,DATABASE,Capacity,1
Parameter file corruption: service registration failed - business operations severely affected due to database issues,DATABASE,Configuration,3
Emergency - Can't access Foreign key violation - records missing primary keys - error logs attached in screenshot,DATABASE,Data Integrity,2
BLOCKING DATABASE ISSUE: Log rotation failure - trace files not being created - started after recent schema update,DATABASE,Monitoring & Logging,2
Time-critical alert: Constraint error ! customer-facing database services impacted - foreign key violations,DATABASE,Data Integrity,2
Database diagnostics not available: alert log flooded with errors - started after recent schema update,DATABASE,Monitoring & Logging,2
Parameter file corruption: incompatible character sets - business operations severely affected due to database issues,DATABASE,Configuration,2
Database error preventing work Point-in-time recovery error - point-in-time recovery failing - finance system can't access data,DATABASE,Backup & Recovery,1
Invalid object reference - getting ORA-errors ! multiple teams blocked from data access,DATABASE,Schema Management,3
Poor query plan ! multiple users reporting same database problem - entire company database access affected,DATABASE,Performance,3
Emergency - Can't access Table lock contention ! finance system can't access data,DATABASE,Performance,3
Time sensitive: Failed stored procedure - preventing order processing in database - broken view definitions,DATABASE,Schema Management,2
Immediate database assistance needed: Trigger execution failure - partition operation failed - multiple clients affected by database outage,DATABASE,Schema Management,1
Time sensitive: Corrupt backup file - multiple teams blocked from data access - backup job failing every night,DATABASE,Backup & Recovery,2
Invalid database config - all retry attempts to database failed ! business intelligence platform affected,DATABASE,Configuration,2
High wait times: can't establish any connections - multiple instances affected,DATABASE,Availability,4
Time-critical alert: Database CPU overload ! customer data unavailable - CPU usage at 100 on DB server,DATABASE,Performance,2
Excessive temp usage (error rate spiking in DB monitoring) ; massive I/O wait times - revenue-generating database down,DATABASE,Performance,2
Time-critical alert: Database failover failed ! customer-facing database services impacted - database port not responding,DATABASE,Availability,2
Duplicate primary keys - logs showing cascade of database failures ! business operations severely affected due to database issues,DATABASE,Data Integrity,3
Invalid object reference: DDL operation blocked by locks - transactions not processing,DATABASE,Schema Management,3
Database hung - memory usage growing exponentially on DB server ! multiple teams blocked from data access,DATABASE,Availability,3
Recovery stuck at rollback (started after morning maintenance) ; can't access backup files - can't process customer orders in database,DATABASE,Backup & Recovery,2
BLOCKING DATABASE ISSUE: Deadlock detection issues - no monitoring data available - transactions not processing,DATABASE,Monitoring & Logging,1
Connection pool exhausted: database port not responding - started after recent schema update,DATABASE,Availability,1
Database error preventing work Database storage full - no space left for transactions - all attempts to connect fail,DATABASE,Capacity,2
Time sensitive: Instance terminated unexpectedly - all data access blocked - connection attempts timing out,DATABASE,Availability,4
Time sensitive: Instance terminated unexpectedly - production database pipeline completely stopped - listener not accepting connections,DATABASE,Availability,2
Memory pressure (tried restarting instance) . timeouts on simple selects . finance system can't access data,DATABASE,Performance,2
HELP - DB down Replication stopped ! multiple teams blocked from data access,DATABASE,Replication,1
Database CPU overload (database console showing multiple errors) ; parameter queries failing - finance system can't access data,DATABASE,Performance,2
CRITICAL: Database error in Inconsistent query results !!! all queries failing,DATABASE,Data Integrity,2
Index rebuild error (error rate spiking in DB monitoring) ; invalid object references - entire ERP system down,DATABASE,Schema Management,1
Time sensitive DB issue: Grant operation failed - password verification failing - revenue-generating database down,DATABASE,User Access,2
Data corruption detected (started after morning maintenance) . foreign key violations . impacting all database-dependent services,DATABASE,Data Integrity,1
Monitoring agent disconnected (error code in logs) . AWR reports not generating . production database pipeline completely stopped,DATABASE,Monitoring & Logging,1
Database error preventing work Role assignment failed - login failures for all users - started after recent schema update,DATABASE,User Access,2
Time sensitive: Unauthorized schema access - impacting all database-dependent services - suddenly can't access any tables,DATABASE,User Access,1
Invalid init parameters (database console showing multiple errors) ; incompatible character sets - revenue-generating database down,DATABASE,Configuration,3
