ticket_id,description,category,subcategory,priority,status,created_timestamp,resolved_timestamp,requester_type,resolution_hours
INC517803,[Satellite Office] Procurement reports Malware trojan infection for customer-facing services,SECURITY,Malware,4,Resolved,2025-01-28 09:47:45,2025-01-28 12:03:08,Employee,2.2564980576212115
INC213894,"Incident: critical Storage Account issues with Azure escalated from Data Center, Mezzanine",CLOUD,Azure,4,Resolved,2024-12-18 14:28:02,2024-12-18 16:39:14,External,2.1868684278694266
INC393392,Manufacturing reporting Privacy third-party sharing affecting business services (intermittently throughout the day),COMPLIANCE,Privacy,4,Resolved,2025-01-04 08:01:53,2025-01-04 10:35:07,VIP,2.554150368667157
INC383240,Mobile Device intermittent won't charge reported by all devices in Co-working Space,HARDWARE,Mobile Device,4,Closed,2024-12-16 15:44:53,2024-12-16 16:37:01,Employee,0.869148786365342
INC867980,[Warehouse] Legal reports Malware intermittent suspicious activity for business operations,SECURITY,Malware,4,Resolved,2025-01-22 11:44:14,2025-01-22 18:18:52,Employee,6.5774969668951675
INC343512,"Incident: major HIPAA requirement with Regulatory escalated from Branch Office, Operations Center",COMPLIANCE,Regulatory,3,Resolved,2024-08-25 19:00:04,2024-08-26 13:49:29,Contractor,18.823854934722327
INC306118,"profile corruption in Operating System system affecting customer-facing services at Warehouse, Training Room",SOFTWARE,Operating System,1,Resolved,2025-02-10 15:35:36,2025-02-20 05:48:47,External,230.21989493764065
INC319725,"[Warehouse, Training Room] HR reports Database backup failure for 1 user - Error code: ERR8066",SOFTWARE,Database,3,Awaiting Information,2024-10-30 14:45:28,,External,
INC336246,"Operating System slow performance detected by 5 users in Security in Branch Office, Training Room - Asset tag: DEV-7737",SOFTWARE,Operating System,1,Resolved,2024-11-19 09:36:26,2024-11-26 07:33:48,Employee,165.95622876061657
INC903702,IT reporting Azure App Service down affecting customer-facing services,CLOUD,Azure,2,Resolved,2025-02-03 12:37:36,2025-02-06 01:43:37,Contractor,61.10038457487532
INC295097,"Service alert: Application installation failed detected, impacting 1 endpoints",SOFTWARE,Application,2,Resolved,2024-12-29 10:01:47,2024-12-31 04:21:46,Manager,42.333124065682554
INC103028,compatibility problems in Operating System system affecting 10 users at Customer Site,SOFTWARE,Operating System,3,Workaround Provided,2025-01-18 10:09:53,2025-01-20 05:41:07,Contractor,43.520764990938446
INC348323,[Sales] 5 users affected by Audit access review (since this morning),COMPLIANCE,Audit,2,Resolved,2025-02-01 12:59:07,2025-02-03 10:46:54,VIP,45.796508293110826
INC133559,"Data Breach unauthorized data access reported by 10 users in R&D Lab, Mezzanine (for the past hour)",SECURITY,Data Breach,3,Not Reproducible,2025-02-09 21:50:31,2025-02-11 06:18:26,Employee,32.46548327180194
INC911113,Storage degraded issue escalated by 5 users in Research in Home Office,DATA,Storage,1,Resolved,2025-01-22 13:38:52,2025-01-25 22:59:04,Contractor,81.33694442036287
INC717449,"critical corruption in Database system affecting business operations at Data Center, Basement",SOFTWARE,Database,4,Resolved,2025-02-08 15:24:14,2025-02-08 17:02:59,External,1.6460094165570593
INC339893,Executive reporting VPN client compatibility affecting department operations,NETWORK,VPN,3,Workaround Provided,2025-02-12 15:44:12,2025-02-14 12:19:36,Employee,44.59008568032427
INC987106,Firewall incident - high CPU - Customer Site - Affecting: 2 devices,NETWORK,Firewall,3,In Progress,2025-02-05 07:33:35,,External,
INC556155,integration failure in Application system affecting 10 users at Distribution Center,SOFTWARE,Application,3,Workaround Provided,2025-02-11 13:22:35,2025-02-11 16:01:27,Manager,2.647861352236956
INC571639,"Hybrid Cloud minor malfunction escalated by department operations in Warehouse, 2nd Floor (since this morning)",CLOUD,Hybrid Cloud,2,Resolved,2024-12-20 16:20:22,2024-12-21 18:28:41,Employee,26.138823560171367
INC427789,Executive reporting AV Equipment display failure affecting several devices,HARDWARE,AV Equipment,4,Duplicate,2025-02-02 02:11:11,2025-02-02 11:38:32,Employee,9.455988702770565
INC378034,"Service alert: LAN VLAN misconfiguration detected, impacting customer-facing services",NETWORK,LAN,3,Resolved,2025-02-03 12:29:54,2025-02-04 14:38:32,External,26.144021982407228
INC786994,[Product Management] core services affected by Office Suite problem,SOFTWARE,Office Suite,4,Resolved,2025-02-06 15:09:25,2025-02-06 22:44:40,Employee,7.587541164220823
INC971645,"rule conflict in Firewall system affecting core services at R&D Lab, Mezzanine (recurring issue) - IP: 10.53.83.151",NETWORK,Firewall,1,Resolved,2025-01-15 10:17:35,2025-01-20 05:58:30,VIP,115.68198587220877
INC276675,[Procurement] team operations affected by Physical Security persistent degradation,SECURITY,Physical Security,3,Escalated,2025-01-21 14:23:22,,Employee,
INC825633,"[Building B, Mezzanine] Supply Chain reports Insider Threat issue for core services",SECURITY,Insider Threat,2,Resolved,2025-02-09 09:02:20,2025-02-11 08:37:07,Employee,47.57985844257604
INC335196,[Data Center] Sales reports Operating System blue screen for all endpoints - IP: 10.86.138.97,SOFTWARE,Operating System,4,Resolved,2024-08-25 19:18:05,2024-08-26 02:43:24,Employee,7.4220045621378405
INC418852,"Incident: degraded CEO fraud attempt with Phishing reported from Branch Office, 1st Floor (following maintenance)",SECURITY,Phishing,4,Resolved,2025-01-07 09:16:36,2025-01-07 20:59:41,External,11.71814305155228
INC336624,"Peripheral incident - major failure - Regional HQ, IT Floor - Affecting: 5 users",HARDWARE,Peripheral,3,Resolved,2025-01-23 07:56:59,2025-01-24 13:04:00,Manager,29.11720476466502
INC270970,[Facilities] 10 users affected by Vulnerability MAC spoofing detected,SECURITY,Vulnerability,4,Duplicate,2025-02-13 13:01:11,2025-02-13 15:18:05,VIP,2.281798909798177
INC277574,Regional HQ - Switch: persistent error - impacting 1 devices (after the recent update),NETWORK,Switch,4,Not Reproducible,2025-02-11 17:06:25,2025-02-12 01:08:07,Employee,8.028508769644642
INC268417,"Development Distribution Center, 1st Floor: 2 servers experiencing AV Equipment resolution mismatch - Vendor ticket: INC27272",HARDWARE,AV Equipment,1,Closed,2024-11-07 21:24:00,2024-11-11 08:46:44,Employee,83.37907011163969
INC487256,"Procurement Regional HQ, Executive Floor: critical services experiencing Enterprise Software issue (after the recent update)",SOFTWARE,Enterprise Software,1,Closed,2024-12-13 12:38:04,2024-12-23 09:42:37,Contractor,237.07593014458567
INC983531,[Operations] several users in Operations affected by Peripheral degradation (following maintenance),HARDWARE,Peripheral,2,Resolved,2024-12-27 13:20:41,2024-12-30 02:31:53,Employee,61.18677976363449
INC487588,Point-of-Sale Hardware issue reported by team operations in Home Office,HARDWARE,Point-of-Sale Hardware,4,Pending,2024-10-01 12:53:23,,External,
INC184989,Supply Chain reporting Workstation battery failure affecting all workstations,HARDWARE,Workstation,4,Resolved,2025-02-03 16:21:16,2025-02-03 21:46:45,Employee,5.4248079199047465
INC493348,[Product Management] customer-facing services affected by Database corruption (sudden onset) - Asset tag: IT-2967,SOFTWARE,Database,1,Resolved,2025-02-07 13:22:00,2025-02-14 07:38:39,VIP,162.27763386695312
INC128000,[Sales] business operations affected by Driver issue - Software version: 4.20.64,SOFTWARE,Driver,4,Resolved,2025-01-08 15:20:13,2025-01-08 20:37:49,Manager,5.293439979728699
INC422246,Customer Support reporting Printer hardware failure affecting all servers,HARDWARE,Printer,4,Resolved,2024-12-24 10:41:56,2024-12-24 17:52:53,External,7.182590123265004
INC358513,"Service alert: Application installation failed detected, impacting all devices (following maintenance) - Asset tag: SRV-7269",SOFTWARE,Application,4,Workaround Provided,2025-02-15 14:27:08,2025-02-16 00:04:38,Employee,9.625051045500454
INC182938,"Cloud Service minor permission problems reported by several servers in Manufacturing Plant, Mezzanine",SOFTWARE,Cloud Service,3,Closed,2025-01-07 12:54:26,2025-01-09 12:34:46,Manager,47.67229066348819
INC818147,Building A - Database: corruption detected - impacting multiple devices (after the recent update),DATA,Database,3,Resolved,2025-02-07 13:35:47,2025-02-08 12:40:31,Employee,23.079078771370206
INC485403,"Data Center, Mezzanine - Enterprise Software: malfunction - impacting department operations",SOFTWARE,Enterprise Software,2,In Progress,2025-02-15 08:32:28,,Employee,
INC254761,"Service alert: LAN minor switch issues detected, impacting 3 users in HR (gradual degradation)",NETWORK,LAN,3,Not Reproducible,2024-12-10 09:08:39,2024-12-10 23:31:16,Contractor,14.377001800822713
INC843324,[Executive] critical services affected by Internet major CDN failures,NETWORK,Internet,3,Duplicate,2024-12-16 15:03:07,2024-12-17 22:57:28,Contractor,31.9059726070365
INC464967,Executive reporting Security Software scan hanging affecting department operations,SOFTWARE,Security Software,3,Resolved,2024-12-17 09:44:50,2024-12-19 04:10:15,Contractor,42.42384829436461
INC766331,"[Building B, Mezzanine] IT reports Virtualization minor snapshot issues for business operations",SOFTWARE,Virtualization,4,Resolved,2025-01-19 16:35:17,2025-01-19 17:22:54,Employee,0.7938677888411008
INC378300,persistent intermittent connection in WiFi system affecting 3 users at Field Location - Error code: SYS6638,NETWORK,WiFi,3,Open,2024-10-06 15:04:53,,Employee,
INC777733,"Procurement Branch Office, Executive Floor: multiple workstations experiencing MFA intermittent bypass code problems - IP: 10.184.30.249",IDENTITY,MFA,2,Resolved,2025-02-14 11:10:11,2025-02-16 13:16:46,VIP,50.10978362525253
INC526916,"Product Management Building B, Ground Floor: critical operations experiencing Firewall blocking legitimate traffic - Vendor ticket: CASE73897",NETWORK,Firewall,3,Closed,2025-01-16 14:54:55,2025-01-17 15:15:35,Employee,24.344553858073894
INC375635,"Service alert: WAN outage detected, impacting all endpoints (gradual degradation)",NETWORK,WAN,3,Awaiting Information,2025-01-09 15:12:13,,External,
INC272906,major corruption detected in Database system preventing access for business services at Co-working Space,DATA,Database,3,In Progress,2024-10-06 14:44:50,,Employee,
INC703873,"Incident: degraded API rate limiting with SaaS reported from Regional HQ, Basement - Asset tag: SRV-6086",CLOUD,SaaS,3,Resolved,2025-01-18 17:38:56,2025-01-19 05:06:11,External,11.454264348100658
INC783114,"LAN duplex mismatch reported by team operations in Warehouse, Ground Floor (sudden onset) - IP: 10.155.192.3",NETWORK,LAN,1,Closed,2024-12-02 12:32:03,2024-12-06 20:50:21,Employee,104.30525880589812
INC488623,"Product Management Branch Office, Training Room: team operations reporting Proxy degradation",NETWORK,Proxy,2,Resolved,2024-11-26 15:54:42,2024-12-01 04:41:00,Employee,108.77173123699616
INC576066,Operating System boot problems reported by 1 user in Co-working Space,SOFTWARE,Operating System,3,Resolved,2025-02-19 10:36:21,2025-02-20 15:09:05,Manager,28.54578655681366
INC572894,"Driver incident - degradation - Building B, Training Room - Affecting: internal services",SOFTWARE,Driver,3,Resolved,2025-02-07 11:40:26,2025-02-09 10:38:01,Employee,46.95972612602315
INC946688,Branch Office - MFA: hardware token malfunction - impacting 1 user (intermittently throughout the day),IDENTITY,MFA,4,Resolved,2025-01-06 07:32:03,2025-01-06 12:19:55,Employee,4.797875502590023
INC906135,"Service alert: Application error message detected, impacting multiple users",SOFTWARE,Application,1,Resolved,2025-01-30 12:26:35,2025-02-08 07:25:31,Employee,210.9824647041911
INC578940,"[Manufacturing Plant, 1st Floor] Development reports Operating System degraded security patch failed for critical operations",SOFTWARE,Operating System,2,In Progress,2024-12-14 10:53:03,,External,
INC476195,Operating System persistent security patch failed reported by 10 users in Data Center (intermittently throughout the day),SOFTWARE,Operating System,2,Closed,2025-01-07 14:23:22,2025-01-12 03:04:02,Employee,108.67796879991525
INC581830,"Manufacturing Plant, Executive Floor - Azure: Storage Account issues - impacting several servers (gradual degradation)",CLOUD,Azure,4,Resolved,2024-12-21 09:50:59,2024-12-21 13:37:53,Employee,3.7818182049739097
INC375734,"Distribution Center, 1st Floor - Policy: missing training - impacting customer-facing services",COMPLIANCE,Policy,1,Workaround Provided,2025-01-15 14:15:35,2025-01-21 12:23:49,Contractor,142.13724693568653
INC352574,[Marketing] customer-facing services affected by Custom Software malfunction - Error code: E4325,SOFTWARE,Custom Software,3,Closed,2024-11-14 06:55:18,2024-11-15 00:59:24,Employee,18.06841938586868
INC341326,"VM not available in Azure system preventing access for 10 users at Distribution Center, IT Floor",CLOUD,Azure,3,Resolved,2025-02-11 16:59:19,2025-02-12 21:29:12,VIP,28.498246237034913
INC182788,WiFi incident - minor AP offline - Field Location - Affecting: business services,NETWORK,WiFi,1,Closed,2025-01-28 07:52:13,2025-02-06 10:16:34,External,218.40583999681888
INC662588,Operating System incident - minor profile corruption - R&D Lab - Affecting: 3 users in Operations,SOFTWARE,Operating System,1,Resolved,2024-11-18 13:20:03,2024-11-22 21:32:29,Manager,104.20725052206026
INC582781,"Service alert: Vulnerability IP spoofing attempt detected, impacting 2 workstations",SECURITY,Vulnerability,4,Resolved,2025-01-24 12:40:14,2025-01-24 18:06:43,Manager,5.44164364348812
INC633941,Finance reporting Security Software update failure affecting customer-facing services,SOFTWARE,Security Software,4,Closed,2025-01-11 21:16:33,2025-01-12 06:29:28,Employee,9.215353469736428
INC220587,"Data Center, 2nd Floor - Application: error message - impacting 1 user (since this morning)",SOFTWARE,Application,3,Resolved,2024-11-21 10:51:54,2024-11-21 13:41:41,Employee,2.829864595171496
INC568661,"AV Equipment incident - HDMI failure - Branch Office, Ground Floor - Affecting: multiple terminals",HARDWARE,AV Equipment,3,In Progress,2025-01-28 15:13:34,,Employee,
INC164772,"Service alert: Driver malfunction detected, impacting customer-facing services (gradual degradation)",SOFTWARE,Driver,3,Resolved,2024-12-12 07:48:29,2024-12-13 04:20:36,VIP,20.535398944564736
INC682882,"[Warehouse, 1st Floor] Supply Chain reports LAN VLAN misconfiguration for 1 user",NETWORK,LAN,2,Resolved,2024-12-25 09:15:05,2024-12-30 05:11:47,Employee,115.94521844498416
INC406660,"failure in Driver system affecting critical services at Regional HQ, Training Room",SOFTWARE,Driver,2,Resolved,2025-02-02 14:56:26,2025-02-04 16:17:01,Employee,49.343275031018386
INC225243,"Customer Support Regional HQ, 1st Floor: multiple terminals dealing with AWS degraded CloudFormation failure - Software version: 3.15.80",CLOUD,AWS,3,In Progress,2025-02-14 09:58:16,,Contractor,
INC838408,"[Regional HQ, Ground Floor] Facilities reports Policy Violation malfunction for core services",SECURITY,Policy Violation,4,Resolved,2024-10-07 19:40:45,2024-10-07 22:03:35,Employee,2.3805833871617885
INC918086,"Incident: critical connection problems with AV Equipment reported from Warehouse, 2nd Floor - Error code: SYS6420",HARDWARE,AV Equipment,4,Closed,2025-01-07 07:17:56,2025-01-07 15:33:44,Employee,8.263399857229588
INC722927,Data Loss persistent problem reported by department operations in R&D Lab - IP: 10.186.241.10,DATA,Data Loss,1,Awaiting Information,2024-12-28 09:27:03,,External,
INC809874,Product Management reporting Virtualization persistent snapshot issues causing problems for business services,SOFTWARE,Virtualization,3,Resolved,2025-01-21 08:56:09,2025-01-21 14:32:26,Manager,5.604897815077975
INC286522,"Incident: malfunction with Data Loss reported from Data Center, Ground Floor",DATA,Data Loss,4,Pending,2024-09-30 16:51:12,,VIP,
INC129532,Research reporting Database minor deadlock impacting team operations,DATA,Database,1,Awaiting Information,2024-09-06 13:36:52,,Contractor,
INC806239,IT Manufacturing Plant: 5 users in IT experiencing User Management outage,IDENTITY,User Management,3,In Progress,2024-12-27 08:50:08,,Contractor,
INC157627,"Legal Distribution Center, Executive Floor: business operations experiencing VPN slow performance (intermittently throughout the day)",NETWORK,VPN,4,Resolved,2025-02-17 13:02:39,2025-02-17 15:55:04,Contractor,2.87363872198185
INC456742,[Finance] 1 workstations affected by WAN malfunction (following maintenance),NETWORK,WAN,1,Awaiting Information,2025-02-05 15:41:00,,Manager,
INC726903,"Finance Manufacturing Plant, Ground Floor: multiple users in Finance experiencing Custom Software degradation",SOFTWARE,Custom Software,2,Resolved,2024-10-18 13:22:17,2024-10-22 00:31:51,VIP,83.15950977087267
INC724933,"Warehouse, 1st Floor - Policy Violation: outage - impacting 2 endpoints",SECURITY,Policy Violation,2,Duplicate,2025-02-06 09:10:06,2025-02-08 02:53:29,VIP,41.7230575588012
INC492099,Product Management Building A: all servers encountering Data Quality persistent encoding problems - Asset tag: DEV-3975,DATA,Data Quality,4,Resolved,2024-08-25 10:40:35,2024-08-25 18:03:00,External,7.373694179475015
INC593400,"[Data Center, Basement] Procurement reports Printer network printer unavailable for several users in Procurement",HARDWARE,Printer,3,Resolved,2025-01-10 07:24:16,2025-01-12 02:23:14,VIP,42.9829817314821
INC381649,"attribute corruption in Directory Services system affecting 5 users at Regional HQ, Training Room",IDENTITY,Directory Services,3,Not Reproducible,2025-01-23 18:19:54,2025-01-23 22:10:46,Employee,3.8478342069481144
INC927178,[Security] 10 users in Security affected by Printer doesn't print,HARDWARE,Printer,1,Closed,2024-12-19 07:43:51,2024-12-22 11:57:10,External,76.22206573899157
INC737530,"LAN incident - intermittent VLAN misconfiguration - HQ Building, Operations Center - Affecting: 1 user",NETWORK,LAN,1,Resolved,2025-02-17 21:50:15,2025-02-21 08:08:37,VIP,82.30626031313756
INC765195,HR reporting Application persistent performance issues hindering critical services (since this morning),SOFTWARE,Application,3,Open,2025-01-24 15:52:56,,External,
INC309635,"failure in PaaS system affecting several endpoints at Branch Office, Ground Floor",CLOUD,PaaS,3,In Progress,2025-02-09 13:48:09,,Employee,
INC479192,"Service alert: Storage outage detected, impacting 1 user",DATA,Storage,3,Closed,2025-01-06 15:00:08,2025-01-07 18:38:18,Employee,27.636369861664686
INC528368,"Office Suite error reported by team operations in HQ Building, Executive Floor (gradual degradation)",SOFTWARE,Office Suite,3,Resolved,2024-11-21 16:57:32,2024-11-21 19:27:09,Contractor,2.493830940042949
INC542856,"Service alert: Storage persistent disk full detected, impacting 1 devices",HARDWARE,Storage,3,Closed,2024-09-16 10:06:29,2024-09-17 09:32:01,Contractor,23.425683591582484
INC453506,[Research] several devices affected by Malware major virus outbreak,SECURITY,Malware,3,Resolved,2025-01-29 09:29:56,2025-01-30 09:28:08,VIP,23.97002389514674
INC283639,"Incident: validation failure with Data Quality reported from Regional HQ, Training Room - Error code: ERR9404",DATA,Data Quality,4,Closed,2025-02-06 07:58:18,2025-02-06 16:09:10,Contractor,8.181147554572156
INC197076,"HR Data Center, 1st Floor: customer-facing services encountering Workstation overheating (intermittently throughout the day)",HARDWARE,Workstation,1,Resolved,2025-01-13 07:36:18,2025-01-20 23:24:48,External,183.80850254291147
INC696429,Executive reporting Proxy degraded outage affecting core services,NETWORK,Proxy,4,Pending,2024-12-30 13:49:20,,External,
INC839371,[Manufacturing] critical services affected by ETL major issue,DATA,ETL,1,Resolved,2025-02-03 15:39:22,2025-02-07 21:56:47,Employee,102.29045375499165
INC119533,EC2 instance down in AWS system preventing access for core services at Field Location,CLOUD,AWS,3,Resolved,2024-11-24 13:18:03,2024-11-26 12:31:22,Contractor,47.222090425922225
INC619588,intermittent MAC flooding in LAN system affecting customer-facing services at Satellite Office,NETWORK,LAN,3,Workaround Provided,2025-01-06 10:11:32,2025-01-07 16:57:07,External,30.75974152513882
INC890490,[Marketing] customer-facing services affected by Physical Security problem,SECURITY,Physical Security,4,Resolved,2025-01-29 11:14:15,2025-01-29 16:56:11,Employee,5.6990347379009725
INC403788,"Executive Building A, Ground Floor: department operations experiencing Policy Violation degradation (for the past hour)",SECURITY,Policy Violation,1,Resolved,2025-02-13 15:18:08,2025-02-20 22:41:04,Employee,175.38238084173807
INC387769,[R&D Lab] Executive reports AWS intermittent Lambda timeout for business operations - Error code: ERR8603,CLOUD,AWS,4,Resolved,2025-01-11 09:36:36,2025-01-11 10:47:04,Employee,1.1745782014033845
INC164871,"Service alert: Workstation critical peripheral problems detected, impacting all servers",HARDWARE,Workstation,4,In Progress,2024-12-16 16:29:12,,Employee,
INC628548,"Authentication incident - token validation error - Warehouse, Ground Floor - Affecting: business services",IDENTITY,Authentication,1,Not Reproducible,2024-12-05 18:25:22,2024-12-10 15:33:13,Employee,117.13083575201382
INC869720,[Satellite Office] Supply Chain reports Recovery inconsistent state for several workstations,DATA,Recovery,4,Open,2025-02-16 05:47:29,,Employee,
INC464733,[Facilities] customer-facing services affected by IoT Device minor sensor malfunction,HARDWARE,IoT Device,3,Resolved,2025-01-01 15:39:38,2025-01-02 23:14:36,VIP,31.58287641938431
INC405580,"[R&D Lab, 1st Floor] Development reports Documentation major degradation for internal services",COMPLIANCE,Documentation,2,Resolved,2024-12-09 16:16:22,2024-12-12 18:05:06,External,73.81246780060332
INC343949,Incident: certificate expired with VPN reported from Co-working Space (for the past hour),NETWORK,VPN,3,Awaiting Information,2024-12-24 13:47:05,,External,
INC396688,"battery depletion in IoT Device system affecting multiple servers at Data Center, 2nd Floor",HARDWARE,IoT Device,3,Workaround Provided,2025-02-15 07:08:36,2025-02-15 23:29:13,Employee,16.343672590236032
INC366370,[Facilities] critical operations affected by Database transaction log full,DATA,Database,2,Escalated,2025-02-08 17:29:01,,Employee,
INC769314,intermittent degradation in Custom Software system affecting team operations at Regional HQ (gradual degradation) - Software version: 3.12.48,SOFTWARE,Custom Software,1,Resolved,2025-01-23 16:27:51,2025-01-27 20:02:40,VIP,99.58034284345882
INC165637,Firewall incident - rule conflict - Field Location - Affecting: several users,NETWORK,Firewall,2,Workaround Provided,2024-11-17 13:18:16,2024-11-22 11:57:52,VIP,118.66024712364916
INC866246,"Incident: major self-service portal with Private Cloud reported from Warehouse, Mezzanine",CLOUD,Private Cloud,4,Resolved,2025-02-07 10:02:28,2025-02-07 14:31:02,Manager,4.476141204272814
INC805652,"Customer Support Distribution Center, Basement: critical operations experiencing Printer doesn't print (for the past hour)",HARDWARE,Printer,2,Closed,2024-12-08 13:36:00,2024-12-10 00:19:37,VIP,34.72719487336134
INC790598,Finance reporting Enterprise Software problem affecting business services,SOFTWARE,Enterprise Software,2,Resolved,2024-09-30 07:07:48,2024-10-02 10:39:41,Employee,51.53150989650999
INC137443,"[R&D Lab, 2nd Floor] Legal reports Directory Services trust relationship for business services (since this morning)",IDENTITY,Directory Services,4,Resolved,2025-01-27 14:56:08,2025-01-28 01:54:17,VIP,10.969295443497312
INC332493,"Finance Regional HQ, IT Floor: business operations experiencing Data Loss issue - IP: 10.182.185.15",DATA,Data Loss,3,Resolved,2025-02-14 13:28:07,2025-02-14 19:50:38,Employee,6.375335060900805
INC874097,Field Location - Internet: minor international traffic slow - impacting 1 user,NETWORK,Internet,1,Resolved,2025-01-07 10:53:21,2025-01-12 02:22:17,Employee,111.48231691047283
INC250369,Product Management reporting Virtualization minor clone error affecting internal services,SOFTWARE,Virtualization,4,Workaround Provided,2025-01-31 15:22:16,2025-02-01 02:16:48,VIP,10.909035923809054
INC346918,Security reporting Operating System slow performance affecting several users,SOFTWARE,Operating System,2,In Progress,2024-12-31 15:58:54,,Contractor,
INC301617,"Incident: unauthorized action with Audit reported from HQ Building, Ground Floor",COMPLIANCE,Audit,1,In Progress,2024-12-13 08:26:47,,External,
INC700353,Research Satellite Office: 3 users encountering Authentication token validation error,IDENTITY,Authentication,2,Resolved,2024-08-25 14:15:20,2024-08-28 06:04:22,Employee,63.81734114217785
INC924049,Data Center - Virtualization: minor snapshot issues - impacting customer-facing services,SOFTWARE,Virtualization,4,Duplicate,2024-10-22 16:28:44,2024-10-22 17:56:07,VIP,1.4566361652734299
INC248214,Incident: excessive billing with Cloud Service identified from R&D Lab (recurring issue),SOFTWARE,Cloud Service,3,Resolved,2025-02-07 15:21:15,2025-02-09 05:25:46,External,38.07552824727828
INC116617,"Incident: battery depletion with IoT Device detected from Distribution Center, Basement",HARDWARE,IoT Device,1,Closed,2025-02-04 10:54:28,2025-02-10 23:09:04,Manager,156.2434721305976
INC673155,Incident: intermittent hardware failure with Workstation reported from Regional HQ,HARDWARE,Workstation,3,Resolved,2024-11-16 13:09:11,2024-11-17 02:36:41,Employee,13.458454475060488
INC484490,"HR Building A, Training Room: 2 devices encountering Proxy malfunction",NETWORK,Proxy,2,Awaiting Information,2025-02-07 12:50:09,,Contractor,
INC872654,"Malware incident - cryptomining detected - R&D Lab, Ground Floor - Affecting: 2 users (recurring issue)",SECURITY,Malware,4,Open,2024-12-10 16:08:45,,External,
INC175181,"Firewall session table full reported by critical services in Manufacturing Plant, Operations Center",NETWORK,Firewall,3,Resolved,2024-11-26 08:01:47,2024-11-27 15:19:11,VIP,31.290139829186014
INC434893,[Product Management] 10 users in Product Management affected by Operating System boot problems,SOFTWARE,Operating System,1,Duplicate,2025-02-04 06:30:16,2025-02-08 02:07:28,VIP,91.62008162206513
INC567495,failure in User Management system preventing access for 2 workstations at Field Location - Asset tag: IT-8329,IDENTITY,User Management,3,Resolved,2025-02-07 12:15:10,2025-02-09 01:21:40,VIP,37.10845241340449
INC354132,"Service alert: Application plugin failure detected, impacting 3 users",SOFTWARE,Application,2,Workaround Provided,2024-11-08 14:20:30,2024-11-10 07:59:08,Manager,41.6439769139386
INC623015,"[Branch Office, Mezzanine] Facilities reports Virtualization snapshot issues for several users (for the past hour)",SOFTWARE,Virtualization,1,Resolved,2025-01-22 13:02:45,2025-01-28 03:38:47,Employee,134.6007527515058
INC956197,[Distribution Center] Manufacturing reports VPN authentication failure for customer-facing services,NETWORK,VPN,3,Workaround Provided,2025-01-25 20:37:57,2025-01-26 12:01:27,Manager,15.391714281616597
INC149734,Development Manufacturing Plant: customer-facing services struggling with Proxy degraded issue,NETWORK,Proxy,3,Open,2024-10-22 11:35:40,,Employee,
INC912571,"Development Building A, Operations Center: department operations experiencing Office Suite degradation",SOFTWARE,Office Suite,3,Closed,2025-01-10 06:14:19,2025-01-11 04:47:34,Contractor,22.55420736498175
INC575641,[Regional HQ] Procurement reports Azure Storage Account issues for critical services,CLOUD,Azure,4,Awaiting Information,2025-01-30 08:09:00,,Employee,
INC191675,Procurement reporting LAN VLAN misconfiguration preventing access for all servers,NETWORK,LAN,3,Workaround Provided,2025-01-27 12:29:34,2025-01-28 19:41:48,VIP,31.204014435897
INC659580,Legal reporting VPN split tunneling issues preventing access for department operations,NETWORK,VPN,2,Open,2025-01-25 16:18:35,,Employee,
INC198828,"Service alert: IaaS persistent degradation detected, impacting customer-facing services",CLOUD,IaaS,2,Workaround Provided,2025-01-17 18:20:34,2025-01-22 17:01:01,Employee,118.67424811942423
INC424704,"Research Regional HQ, Training Room: 2 endpoints experiencing Phishing provided credentials",SECURITY,Phishing,4,Awaiting Information,2025-01-21 07:35:30,,External,
INC403457,"Incident: clone error with Virtualization reported from Data Center, Executive Floor - Software version: 2.13.98",SOFTWARE,Virtualization,1,Resolved,2025-01-29 09:35:32,2025-02-03 05:50:11,External,116.2444114866397
INC246605,"Physical Security error reported by all workstations in Building A, Operations Center",SECURITY,Physical Security,4,Duplicate,2025-02-10 16:23:39,2025-02-10 16:59:26,Employee,0.5965660241289061
INC942415,Distribution Center - Storage: array degraded - impacting 5 users in Facilities,HARDWARE,Storage,2,Resolved,2025-02-17 11:50:19,2025-02-21 07:53:04,Employee,92.0458734736012
INC906823,"Service alert: Peripheral malfunction detected, impacting 3 users",HARDWARE,Peripheral,2,Resolved,2024-12-04 10:32:39,2024-12-08 18:00:52,Employee,103.47055069671882
INC632567,"[Building B, 1st Floor] Sales reports Router malfunction for 1 user in Sales",NETWORK,Router,4,Pending,2025-01-31 15:28:34,,Manager,
INC389183,[Legal] critical services affected by Account Compromise degraded unusual login location,SECURITY,Account Compromise,4,Workaround Provided,2025-02-09 01:26:55,2025-02-09 08:38:03,Manager,7.185789506173997
INC267302,critical outage in Router system affecting internal services at Branch Office - Asset tag: SRV-8121,NETWORK,Router,4,Workaround Provided,2024-11-15 10:43:25,2024-11-15 16:25:38,Employee,5.703734745757579
INC583110,"Service alert: AWS EC2 instance down detected, impacting core services (sudden onset)",CLOUD,AWS,2,Closed,2024-09-19 10:27:03,2024-09-21 07:55:00,Employee,45.46593986683102
INC844185,"Service alert: Phishing spoofed email domain detected, impacting 2 users - IP: 10.94.237.166",SECURITY,Phishing,1,Resolved,2024-12-19 13:03:49,2024-12-26 05:11:33,Employee,160.12904616261284
